condition	picture_id	picture	
1	201	207ABSTRACTO.jpg	
1	202	208NEUTRO.jpg	
1	203	209DISEO.jpg	
1	204	210NEUTRO.jpg	
1	205	211ABSTRACTO.jpg	
1	206	212ABSTRACTO.jpg	
1	207	213ABSTRACTO.jpg	
1	208	214ABSTRACTO.jpg	
1	209	215NEUTRO.jpg	
1	210	216POSTIMPRES.jpg	
1	211	217ABSTRACTO.jpg	
1	212	218ABSTRACTO.jpg	
1	213	219IMPRESION.jpg	
1	214	220ABSTRACTO.jpg	
1	215	221NEUTRO.jpg	
1	216	222NEUTRO.jpg	
1	217	223DISEO.jpg	
1	218	224ABSTRACTO.jpg	
1	219	225DISEO.jpg	
1	220	226REALISTA.jpg	
1	221	227DISEO.jpg	
1	222	228ABSTRACTO.jpg	
1	223	229NEUTRO.jpg	
1	224	230ABSTRACTO.jpg	
1	225	231ABSTRACTO.jpg	
1	226	232ABSTRACTO.jpg	
1	227	233NEUTRO.jpg	
1	228	234NEUTRO.jpg	
1	229	235ABSTRACTO.jpg	
1	230	236ABSTRACTO.jpg	
1	231	237ABSTRACTO.jpg	
1	232	238ABSTRACTO.jpg	
1	233	239IMPRESION.jpg	
1	234	240NEUTRO.jpg	
1	235	241POSTIMPRES.jpg	
1	236	242DISEO.jpg	
1	237	243IMPRESION.jpg	
1	238	244REALISTA.jpg	
1	239	245NEUTRO.jpg	
1	240	246ABSTRACTO.jpg	
1	241	247ABSTRACTO.jpg	
1	242	248ABSTRACTO.jpg	
1	243	249NEUTRO.jpg	
1	244	250POSTIMPRES.jpg	
1	245	251ABSTRACTO.jpg	
1	246	252DISEO.jpg	
1	247	253ABSTRACTO.jpg	
1	248	254IMPRESION.jpg	
1	249	255DISEO.jpg	
1	250	256REALISTA.jpg	
