condition	picture_id	picture	
1	251	257DISEO.jpg	
1	252	258ABSTRACTO.jpg	
1	253	259NEUTRO.jpg	
1	254	260ABSTRACTO.jpg	
1	255	261DISEO.jpg	
1	256	262ABSTRACTO.jpg	
1	257	263ABSTRACTO.jpg	
1	258	264ABSTRACTO.jpg	
1	259	265POSTIMPRES.jpg	
1	260	266POSTIMPRES.jpg	
1	261	267DISEO.jpg	
1	262	268ABSTRACTO.jpg	
1	263	269ABSTRACTO.jpg	
1	264	270ABSTRACTO.jpg	
1	265	271ABSTRACTO.jpg	
1	266	272NEUTRO.jpg	
1	267	273ABSTRACTO.jpg	
1	268	274REALISTA.jpg	
1	269	275REALISTA.jpg	
1	270	276NEUTRO.jpg	
1	271	277NEUTRO.jpg	
1	272	278POSTIMPRES.jpg	
1	273	279NEUTRO.jpg	
1	274	280REALISTA.jpg	
1	275	281NEUTRO.jpg	
1	276	282ABSTRACTO.jpg	
1	277	283ABSTRACTO.jpg	
1	278	284ABSTRACTO.jpg	
1	279	285ABSTRACTO.jpg	
1	280	286REALISTA.jpg	
1	281	287REALISTA.jpg	
1	282	288NEUTRO.jpg	
1	283	289ABSTRACTO.jpg	
1	284	290NEUTRO.jpg	
1	285	291DISEO.jpg	
1	286	292ABSTRACTO.jpg	
1	287	293ABSTRACTO.jpg	
1	288	294ABSTRACTO.jpg	
1	289	295NEUTRO.jpg	
1	290	296DISEO.jpg	
1	291	297NEUTRO.jpg	
1	292	298DISEO.jpg	
1	293	299ABSTRACTO.jpg	
1	294	300ABSTRACTO.jpg	
1	295	301ABSTRACTO.jpg	
1	296	302DISEO.jpg	
1	297	303REALISTA.jpg	
1	298	304NEUTRO.jpg	
1	299	305ABSTRACTO.jpg	
1	300	306ABSTRACTO.jpg	
