condition	picture_id	picture	
1	301	307ABSTRACTO.jpg	
1	302	308POSTIMPRES.jpg	
1	303	309NEUTRO.jpg	
1	304	310ABSTRACTO.jpg	
1	305	311REALISTA.jpg	
1	306	312NEUTRO.jpg	
1	307	313NEUTRO.jpg	
1	308	314ABSTRACTO.jpg	
1	309	315IMPRESION.jpg	
1	310	316ABSTRACTO.jpg	
1	311	317ABSTRACTO.jpg	
1	312	318DISEO.jpg	
1	313	319NEUTRO.jpg	
1	314	320NEUTRO.jpg	
1	315	321NEUTRO.jpg	
1	316	322ABSTRACTO.jpg	
1	317	323NEUTRO.jpg	
1	318	324NEUTRO.jpg	
1	319	325ABSTRACTO.jpg	
1	320	326NEUTRO.jpg	
1	321	327REALISTA.jpg	
1	322	328NEUTRO.jpg	
1	323	329ABSTRACTO.jpg	
1	324	330REALISTA.jpg	
1	325	331DISEO.jpg	
1	326	332IMPRESION.jpg	
1	327	333NEUTRO.jpg	
1	328	334ABSTRACTO.jpg	
1	329	335NEUTRO.jpg	
1	330	336NEUTRO.jpg	
1	331	337ABSTRACTO.jpg	
1	332	338IMPRESION.jpg	
1	333	339IMPRESION.jpg	
1	334	340ABSTRACTO.jpg	
1	335	341NEUTRO.jpg	
1	336	342ABSTRACTO.jpg	
1	337	343ABSTRACTO.jpg	
1	338	344NEUTRO.jpg	
1	339	345POSTIMPRES.jpg	
1	340	346ABSTRACTO.jpg	
1	341	347ABSTRACTO.jpg	
1	342	348ABSTRACTO.jpg	
1	343	349REALISTA.jpg	
1	344	350REALISTA.jpg	
1	345	351ABSTRACTO.jpg	
1	346	352DISEO.jpg	
1	347	353NEUTRO.jpg	
1	348	354IMPRESION.jpg	
1	349	355DISEO.jpg	
1	350	356ABSTRACTO.jpg	
