condition	picture_id	picture	
1	51	057NEUTRO.jpg	
1	52	058ABSTRACTO.jpg	
1	53	059REALISTA.jpg	
1	54	060NEUTRO.jpg	
1	55	061ABSTRACTO.jpg	
1	56	062REALISTA.jpg	
1	57	063DISEO.jpg	
1	58	064DISEO.jpg	
1	59	065NEUTRO.jpg	
1	60	066DISEO.jpg	
1	61	067ABSTRACTO.jpg	
1	62	068ABSTRACTO.jpg	
1	63	069POSTIMPRES.jpg	
1	64	070ABSTRACTO.jpg	
1	65	071POSTIMPRES.jpg	
1	66	072NEUTRO.jpg	
1	67	073ABSTRACTO.jpg	
1	68	074ABSTRACTO.jpg	
1	69	075IMPRESION.jpg	
1	70	076REALISTA.jpg	
1	71	077NEUTRO.jpg	
1	72	078ABSTRACTO.jpg	
1	73	079POSTIMPRES.jpg	
1	74	080DISEO.jpg	
1	75	081ABSTRACTO.jpg	
1	76	082ABSTRACTO.jpg	
1	77	083ABSTRACTO.jpg	
1	78	084ABSTRACTO.jpg	
1	79	085NEUTRO.jpg	
1	80	086ABSTRACTO.jpg	
1	81	087REALISTA.jpg	
1	82	088ABSTRACTO.jpg	
1	83	089ABSTRACTO.jpg	
1	84	090DISEO.jpg	
1	85	091DISEO.jpg	
1	86	092NEUTRO.jpg	
1	87	093REALISTA.jpg	
1	88	094ABSTRACTO.jpg	
1	89	095ABSTRACTO.jpg	
1	90	096ABSTRACTO.jpg	
1	91	097ABSTRACTO.jpg	
1	92	098ABSTRACTO.jpg	
1	93	099ABSTRACTO.jpg	
1	94	100NEUTRO.jpg	
1	95	101IMPRESION.jpg	
1	96	102DISEO.jpg	
1	97	103ABSTRACTO.jpg	
1	98	104POSTIMPRES.jpg	
1	99	105REALISTA.jpg	
1	100	106REALISTA.jpg	
