picture_id	female	list	version	picture_sas	picture_has	rand	org order
31	0	A	1	AM31SAS.JPG	AM31HAS.JPG	0.750229503320352	1
16	0	A	1	AM16SAS.JPG	AM16HAS.JPG	0.396954547985597	2
29	0	A	1	AM29SAS.JPG	AM29HAS.JPG	0.216265613660333	3
08	0	A	1	AM08SAS.JPG	AM08HAS.JPG	0.436681374864108	4
10	0	A	1	AM10SAS.JPG	AM10HAS.JPG	0.170706427614128	5
11	0	A	1	AM11SAS.JPG	AM11HAS.JPG	0.231375000575926	6
02	0	A	1	AM02SAS.JPG	AM02HAS.JPG	0.637607116248018	7
07	0	A	1	AM07SAS.JPG	AM07HAS.JPG	0.735506669268134	8
01	0	A	1	AM01SAS.JPG	AM01HAS.JPG	0.724392706748788	9
34	0	A	1	AM34SAS.JPG	AM34HAS.JPG	0.20701373746677	10
17	0	A	1	AM17SAS.JPG	AM17HAS.JPG	0.260148199421676	11
32	0	A	1	AM32SAS.JPG	AM32HAS.JPG	0.73090347334844	12
19	0	A	1	AM19SAS.JPG	AM19HAS.JPG	0.122930524218492	13
13	0	A	1	AM13SAS.JPG	AM13HAS.JPG	0.68508845874077	14
14	0	A	1	AM14SAS.JPG	AM14HAS.JPG	0.0453529026909051	15
26	0	A	1	AM26SAS.JPG	AM26HAS.JPG	0.800793038931023	16
04	0	A	1	AM04SAS.JPG	AM04HAS.JPG	0.846726463978456	17
33	0	A	1	AM33SAS.JPG	AM33HAS.JPG	0.992587991105788	18
22	0	A	1	AM22SAS.JPG	AM22HAS.JPG	0.365868126191981	19
05	0	A	1	AM05SAS.JPG	AM05HAS.JPG	0.743570848848908	20
24	0	A	1	AM24SAS.JPG	AM24HAS.JPG	0.839058827660439	21
18	0	A	1	AM18SAS.JPG	AM18HAS.JPG	0.845250933567005	22
06	0	A	1	AM06SAS.JPG	AM06HAS.JPG	0.701192342864622	23
27	0	A	1	AM27SAS.JPG	AM27HAS.JPG	0.0494015876919948	24
15	0	A	1	AM15SAS.JPG	AM15HAS.JPG	0.482988809617712	25
09	0	A	1	AM09SAS.JPG	AM09HAS.JPG	0.198619361228998	26
35	0	A	1	AM35SAS.JPG	AM35HAS.JPG	0.743205540865282	27
23	0	A	1	AM23SAS.JPG	AM23HAS.JPG	0.378299169553563	28
25	0	A	1	AM25SAS.JPG	AM25HAS.JPG	0.507210814510253	29
21	0	A	1	AM21SAS.JPG	AM21HAS.JPG	0.0845000166522332	30
