subject_id	Session	Task	Version	Date	Time	soa	Trial	side	Response	RT	
0001	01	Experiment	01	20181213	09:35:15	2.21173530749	1	1	1	0.489480018616	
0001	01	Experiment	01	20181213	09:35:15	4.2633272483	2	-1	1	0.260956048965	
0001	01	Experiment	01	20181213	09:35:15	4.07592522574	3	-1	1	0.28106212616	
0001	01	Experiment	01	20181213	09:35:15	2.34190000047	4	-1	1	0.330901145935	
0001	01	Experiment	01	20181213	09:35:15	3.92139354093	5	1	1	0.35130405426	
0001	01	Experiment	01	20181213	09:35:15	1.53550297001	6	-1	1	12.3797318935	
0001	01	Experiment	01	20181213	09:35:15	1.07702707599	7	1	1	0.327414989471	
0001	01	Experiment	01	20181213	09:35:15	2.89881053423	8	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	2.34346140217	9	1	1	0.378229141235	
0001	01	Experiment	01	20181213	09:35:15	4.62622658765	10	1	None	None	
0001	01	Experiment	01	20181213	09:35:15	0.55045262199	11	-1	1	0.118322849274	
0001	01	Experiment	01	20181213	09:35:15	3.99964879755	12	1	None	None	
0001	01	Experiment	01	20181213	09:35:15	0.527307200195	13	1	None	None	
0001	01	Experiment	01	20181213	09:35:15	0.467835850307	14	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	1.23233547435	15	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	3.31876705497	16	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	4.26444473772	17	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	2.68275192067	18	1	None	None	
0001	01	Experiment	01	20181213	09:35:15	4.63932632815	19	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	3.09538078912	20	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	3.00399869771	21	1	None	None	
0001	01	Experiment	01	20181213	09:35:15	0.895379763154	22	1	None	None	
0001	01	Experiment	01	20181213	09:35:15	4.52842403691	23	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	3.049265987	24	-1	None	None	
0001	01	Experiment	01	20181213	09:35:15	1.05029815575	25	1	1	0.42142701149	
0001	01	Experiment	01	20181213	09:35:15	0.819130894311	26	1	1	0.385301113129	
0001	01	Experiment	01	20181213	09:35:15	2.62923845598	27	-1	1	0.359658002853	
0001	01	Experiment	01	20181213	09:35:15	3.41474153656	28	-1	1	0.291123151779	
0001	01	Experiment	01	20181213	09:35:15	3.96118658408	29	-1	1	0.328122854233	
0001	01	Experiment	01	20181213	09:35:15	1.74433097405	30	1	1	0.392966032028	
0001	01	Experiment	01	20181213	09:35:15	1.16165921106	31	-1	1	0.412518024445	
0001	01	Experiment	01	20181213	09:35:15	1.43365189443	32	-1	1	0.38702082634	
0001	01	Experiment	01	20181213	09:35:15	0.207012314064	33	1	1	0.64252614975	
0001	01	Experiment	01	20181213	09:35:15	2.74413545466	34	1	1	0.378488063812	
0001	01	Experiment	01	20181213	09:35:15	4.36114419025	35	-1	1	0.313379049301	
0001	01	Experiment	01	20181213	09:35:15	4.40951579669	36	-1	1	0.348528862	
0001	01	Experiment	01	20181213	09:35:15	3.41203203246	37	1	1	0.310754776001	
0001	01	Experiment	01	20181213	09:35:15	3.79568384763	38	1	1	0.26144194603	
0001	01	Experiment	01	20181213	09:35:15	4.59363732642	39	-1	1	0.280714988708	
0001	01	Experiment	01	20181213	09:35:15	0.637559216639	40	1	1	0.39897108078	
